"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"6822",71.8618303666051,-5.17995316231442,0.477387407857303,-10.8506279743825,1.98059862379779e-27,4.14325996724469e-25
"55331",410.458780649587,-1.5745414096247,0.14546824235684,-10.823952940617,2.65091642508026e-27,5.4926988327663e-25
"1063",241.642830087993,-2.47003408506008,0.228658117609278,-10.8023021919597,3.35679652369637e-27,6.88966652542814e-25
"3094",6435.1484787998,0.620267126515606,0.0574583474548573,10.7950742405692,3.63168895444414e-27,7.38420793391464e-25
"79958",154.123138472216,-2.53528312285455,0.23498324511935,-10.7892080627573,3.87110903816339e-27,7.79813409576691e-25
"401944",6248.8549167764,1.22481811600735,0.113896846010877,10.7537491941645,5.69007236012185e-27,1.13571756208083e-24
"9050",180.749538196157,-2.56536462360873,0.239359473220252,-10.7176231176284,8.41377482920702e-27,1.66409168349298e-24
"2036",284.314567026957,-1.20024457136645,0.113045142188272,-10.6173918501292,2.47376334548092e-26,4.8485761571426e-24
"9124",869.195764889889,-2.09273643087338,0.197197337453424,-10.612396992265,2.60966810215908e-26,5.06928028844402e-24
"5596",206.201172926538,-1.89912976639347,0.179264357608346,-10.5940176381445,3.17658582895785e-26,6.11591161900946e-24
"7461",154.704372752708,-1.87241509953101,0.177026235282899,-10.5770486308923,3.807636268546e-26,7.26657321565673e-24
"699",216.807418722696,-2.35288044174903,0.222611867783209,-10.569429497085,4.1299932516483e-26,7.81322897242264e-24
"6242",57.0299504217997,-4.75272559931565,0.450169989473591,-10.5576242540585,4.68365662648983e-26,8.78427875568213e-24
"23366",219.39820040556,-1.76122487216148,0.167403166829023,-10.5208575531925,6.92404854903368e-26,1.28751795070749e-23
"100129128",90.4083611149633,-2.48257956883463,0.237768720370259,-10.4411529193945,1.60845228792043e-25,2.96554982847431e-23
"84418",320.308386408066,-1.41987035748646,0.136012381919433,-10.4392727886166,1.64062668445502e-25,2.99945160899188e-23
"831",3161.48436678582,-0.602952858108385,0.057784349809254,-10.4345356502017,1.72454847386821e-25,3.12660638312306e-23
"6712",75.29789981542,-3.20457167363155,0.307401549264518,-10.4247089232268,1.91244003049467e-25,3.43859878540843e-23
"84532",62.0038255937467,-3.11743873958271,0.299069344034258,-10.4237990344661,1.93083121138793e-25,3.44321015040622e-23
"23286",1152.89541961904,-1.11124733557759,0.106647776323767,-10.4197890840593,2.01399327170569e-25,3.56231200156334e-23
"8609",56.0385866723901,-5.27655146220061,0.507183145415669,-10.4036411893698,2.3863626223877e-25,4.18691171069894e-23
"9902",2491.13555283571,1.45768617608179,0.140221488027735,10.3955976832415,2.59653912651264e-25,4.51922441891272e-23
"80146",13747.0521345325,0.774508454067103,0.0745103621735948,10.3946408455598,2.62273144766714e-25,4.52858296630526e-23
"2589",12099.2094079466,0.808437593934538,0.0777993863467693,10.3913106760399,2.71594900137505e-25,4.65261310818233e-23
"6768",605.584101854997,-2.342369647143,0.226196413573149,-10.3554676669774,3.95250192394116e-25,6.71801811384875e-23
"1345",3919.76918741468,0.743423547486314,0.0718665422380601,10.3445014096226,4.43217306260936e-25,7.47491140698676e-23
"140838",72.533724934834,-2.33962829613326,0.226358107912621,-10.3359597661791,4.84537113463236e-25,8.10891495423551e-23
"5831",11690.1899548794,0.990408339365666,0.0960656127102298,10.309707203483,6.36950780157988e-25,1.05782451703185e-22
"150468",61.9856003712736,-4.01408909877528,0.390149076632604,-10.2886033549562,7.93184894174377e-25,1.30731292103468e-22
"284071",111.288267334565,-2.10568954225816,0.205351873384405,-10.2540556730955,1.13479755693644e-24,1.85628989839918e-22
"9582",42.3824345238218,-3.81331816260662,0.372764059679146,-10.229843955152,1.45754043971355e-24,2.36643655271701e-22
"2047",49.9079522810503,-5.58448417428072,0.551296150072502,-10.1297354852674,4.07750969223294e-24,6.57113339734961e-22
"23035",198.044954145716,-1.95577404698796,0.193191064277346,-10.1235222980098,4.34491937344776e-24,6.95059308005363e-22
"23508",359.439937289033,-1.55399237201408,0.153983016572298,-10.0919725214271,5.99524953836518e-24,9.52063131070604e-22
"1140",357.599221334862,-1.19029256279536,0.11797764665641,-10.0891363451407,6.1710056054494e-24,9.72872448928675e-22
"26579",52.0586260881896,-4.81147434414246,0.477315930163063,-10.0802718704543,6.75389868593083e-24,1.05710661734612e-21
"80303",281.508993933169,-1.1650011156717,0.115627962980565,-10.0754271340707,7.09518329652901e-24,1.10259148428061e-21
"9258",465.809158222744,-1.23927284986423,0.123518726981867,-10.0330766042153,1.09064216064281e-23,1.68283764871951e-21
"148932",69.116955855259,-2.77034455768722,0.27653081315827,-10.0182128929756,1.26774456379599e-23,1.94232751619334e-21
"3775",221.93976257602,-1.89848605920565,0.189521888571602,-10.0172390298253,1.28029516420298e-23,1.9478392721958e-21
